Type,Key,Default,Translation,Character Limit
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[0].question.answers[1],Stay inside,Ficaria em casa,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[0].question.answers[2],Party,Festejar,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[0].question.answers[3],Spend time with family,Passaria com a família,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].title,If I found $100,Se achasse US$100,
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].question.answers[0],Go to lunch,Sairia para comer,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].question.answers[1],Try to return it,Tentaria devolver,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].question.answers[2],Save it for a rainy day,Pouparia p um dia ruim,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[1].question.answers[3],Party,Festejar,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].title,Would you live in a different decade?,Você moraria em uma década diferente?,38
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[2].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].title,What decade would you want to live in?,Em que década você gostaria de viver?,38
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].question.answers[0],1930s,Anos 30,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].question.answers[1],1950s,Anos 50,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].question.answers[2],1960s,Anos 60,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[3].question.answers[3],1970s,Anos 70,22
poll,offer_contents:O8lh0LrOg3Uv8UV637Y8b:content:pages[4].description,${amount},${amount},24
poll,offer:Op5BsY7stEyTWJZGNt0q9:title,Color,Cor,14
poll,offer:Op5BsY7stEyTWJZGNt0q9:description,Answer a poll,Responder enquete,18
poll,offer:Op5BsY7stEyTWJZGNt0q9:orderTitle,Poll,Enquete,8
poll,offer:Op5BsY7stEyTWJZGNt0q9:orderDescription,Completed,Concluído,24
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].title,What color is the sky?,Qual é a cor do céu?,38
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].question.answers[0],Blue,Azul,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].question.answers[1],Gray,Cinza,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].question.answers[2],White,Branco,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[0].question.answers[3],Black,Preto,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].title,What is the color of a rose?,Qual é a cor de uma rosa?,38
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].question.answers[0],Red,Vermelho,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].question.answers[1],White,Branco,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].question.answers[2],Pink,Rosa,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[1].question.answers[3],Yellow,Amarelo,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].title,What color is a polar bear's fur?,Qual é a cor do pelo do urso polar?,38
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].question.answers[0],Clear,Transparente,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].question.answers[1],White,Branco,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].question.answers[2],Yellow,Amarelo,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[2].question.answers[3],Beige,Bege,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].title,What is the color of the sun,Qual é a cor do sol,38
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].question.answers[0],Yellow,Amarelo,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].question.answers[1],Red,Vermelho,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].question.answers[2],Orange,Laranja,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[3].question.answers[3],White,Branco,22
poll,offer_contents:Op5BsY7stEyTWJZGNt0q9:content:pages[4].description,${amount},${amount},24
poll,offer:OzbD9vLXE6ViKLZYhWRUK:title,Extreme Sports,Espor. Radical,14
poll,offer:OzbD9vLXE6ViKLZYhWRUK:description,Let us know!,Avise-nos!,18
poll,offer:OzbD9vLXE6ViKLZYhWRUK:orderTitle,Poll,Enquete,8
poll,offer:OzbD9vLXE6ViKLZYhWRUK:orderDescription,Completed,Concluído,24
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].title,Would you ever go skydiving?,Você faria para-quedismo?,38
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].question.answers[0],Already have!,Já fiz!,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[0].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].title,Would you ever go scuba diving?,Você faria mergulho?,38
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].question.answers[0],Already have!,Já fiz!,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[1].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].title,Why would you go skydiving?,Por que você faria para-quedismo?,38
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].question.answers[0],For the rush,Pela adrenalina,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].question.answers[1],To try something new,Tentar algo novo,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].question.answers[2],To conquer a fear,Enfrentar o medo,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[2].question.answers[3],I wouldn't go...,Não iria...,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].title,Why would you go skuba diving?,Por que você faria mergulho?,38
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].question.answers[0],To see some fish,Para ver peixes,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].question.answers[1],For the rush,Pela adrenalina,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].question.answers[2],To try something new,Tentar algo novo,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[3].question.answers[3],To conquer a fear,Enfrentar o medo,22
poll,offer_contents:OzbD9vLXE6ViKLZYhWRUK:content:pages[4].description,${amount},${amount},24
poll,offer:OhSFOdKdLJO2Vkq0T0rmR:title,In 12 months...,Em 12 meses...,14
poll,offer:OhSFOdKdLJO2Vkq0T0rmR:description,Share your view,Partilhe sua visão,18
poll,offer:OhSFOdKdLJO2Vkq0T0rmR:orderTitle,Poll,Enquete,8
poll,offer:OhSFOdKdLJO2Vkq0T0rmR:orderDescription,Completed,Concluído,24
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].title,Will you move in the next 12 months?,Você se mudaria nos próximos 12 meses?,38
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[0].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].title,Will you retire in the next 12 months?,Vc se aposentará nos próx. 12 meses?,38
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[1].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].title,Will you travel in the next 12 months?,Você viajará nos próximos 12 meses?,38
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[2].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].title,Will you marry in the next 12 months?,Vc se casará nos próximos 12 meses?,38
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[3].question.answers[3],Already married,Já sou casado(a),22
poll,offer_contents:OhSFOdKdLJO2Vkq0T0rmR:content:pages[4].description,${amount},${amount},24
quiz,offer:ORNtCc5FBtYEVxksmcfXI:title,Take a quiz,Faça um teste,14
quiz,offer:ORNtCc5FBtYEVxksmcfXI:description,Phobias,Fobias,18
quiz,offer:ORNtCc5FBtYEVxksmcfXI:orderTitle,Quiz,Teste,8
quiz,offer:ORNtCc5FBtYEVxksmcfXI:orderDescription,Completed,Concluído,24
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[0].description,Allodoxaphobia is the fear of?,Alodoxafobia é o medo de que?,66
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[0].question.answers[0],School,Escola,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[0].question.answers[1],Opions,Opiniões,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[0].question.answers[2],Insects,Insetos,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[0].question.answers[3],Hair,Cabelo,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[1].description,Euphobia is the fear of?,Eufobia é o medo de que?,66
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[1].question.answers[0],Good news,Boas notícias,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[1].question.answers[1],Doctors,Médicos,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[1].question.answers[2],Clowns,Palhaços,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[1].question.answers[3],Water,Água,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[2].description,Lepidopterophobia,Lepidopterofobia,66
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[2].question.answers[0],Dolls,Bonecas,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[2].question.answers[1],Butterflies,Borboletas,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[2].question.answers[2],Roller coasters,Rodas gigantes,22
quiz,offer_contents:ORNtCc5FBtYEVxksmcfXI:content:pages[2].question.answers[3],Driving,Dirigir,22
poll,offer:OZPQLpwXT4psCCXyt8Pvy:title,Favorites,Favoritos,14
poll,offer:OZPQLpwXT4psCCXyt8Pvy:description,Let us know!,Avise-nos!,18
poll,offer:OZPQLpwXT4psCCXyt8Pvy:orderTitle,Poll,Enquete,8
poll,offer:OZPQLpwXT4psCCXyt8Pvy:orderDescription,Completed,Concluído,24
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[0].title,Choose your favorite genre of music,Escolha seu gênero favorito de música,38
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[0].question.answers[0],Jazz,Jazz,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[0].question.answers[1],Rock N' Roll,Rock N' Roll,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[0].question.answers[2],Hip-Hop,Hip-Hop,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[0].question.answers[3],Classical,Clássica,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[1].title,Choose your favorite season,Escolha sua estação preferida,38
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[1].question.answers[0],Spring,Primavera,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[1].question.answers[1],Summer,Verão,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[1].question.answers[2],Autumn,Outono,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[1].question.answers[3],Winter,Inverno,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[2].title,Choose your favorite seasoning,Escolha seu tempero preferido,38
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[2].question.answers[0],Salt,Sal,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[2].question.answers[1],Pepper,Pimenta,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[2].question.answers[2],Paprika,Páprica,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[2].question.answers[3],Cumin,Cominho,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[3].title,Choose your favorite meal of the day,Escolha sua refeição preferida,38
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[3].question.answers[0],Breakfast,Café da manhã,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[3].question.answers[1],Lunch ,Almoço ,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[3].question.answers[2],Dinner,Jantar,22
poll,offer_contents:OZPQLpwXT4psCCXyt8Pvy:content:pages[3].question.answers[3],Dessert,Sobremesa,22
poll,offer:OT7FXdXknN9tXpAiDCOz2:title,Grilling,Grelhados,14
poll,offer:OT7FXdXknN9tXpAiDCOz2:description,What's your view,Qual é a sua visão,18
poll,offer:OT7FXdXknN9tXpAiDCOz2:orderTitle,Poll,Enquete,8
poll,offer:OT7FXdXknN9tXpAiDCOz2:orderDescription,Completed,Concluído,24
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[0].title,What is your favorite condiment?,Qual é seu condimento favorito?,38
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[0].question.answers[0],Ketchup,Ketchup,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[0].question.answers[1],BBQ,Barbecue,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[0].question.answers[2],Mayonnaise,Maionese,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[0].question.answers[3],Mustard,Mostarda,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[1].title,How do you prefer your steak?,Qual o ponto da sua carne?,38
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[1].question.answers[0],Rare,Crua,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[1].question.answers[1],Medium rare,Mal passada,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[1].question.answers[2],Medium well,No ponto,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[1].question.answers[3],Well done,Bem passada,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[2].title,Will you BBQ this weekend?,Vc fará churrasco este fim de semana?,38
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[2].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[2].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[2].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[2].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[3].title,What drink goes best with a burger?,Melhor bebida com hambúrguer?,38
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[3].question.answers[0],Beer,Cerveja,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[3].question.answers[1],Soda,Refrigerante,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[3].question.answers[2],Wine,Vinho,22
poll,offer_contents:OT7FXdXknN9tXpAiDCOz2:content:pages[3].question.answers[3],Water,Água,22
poll,offer:OOf8WRzr6zcOHU9nyPo99:title,Would you?,Você faria?,14
poll,offer:OOf8WRzr6zcOHU9nyPo99:description,Answer a poll,Responder enquete,18
poll,offer:OOf8WRzr6zcOHU9nyPo99:orderTitle,Poll,Enquete,8
poll,offer:OOf8WRzr6zcOHU9nyPo99:orderDescription,Completed,Concluído,24
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[0].title,Would you watch a movie for 10 Kin?,Você assistiria um filme por 10 Kin?,38
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[0].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[0].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[0].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[0].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[1].title,Would you go to the beach for 5 Kin?,Você iria à praia por 5 Kin?,38
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[1].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[1].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[1].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[1].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[2].title,Would you exercise for 20 Kin?,Você faria exercícios por 20 Kin?,38
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[2].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[2].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[2].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[2].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[3].title,Would you take a selfie for 5 Kin?,Tiraria uma selfie por 5 Kin?,38
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[3].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[3].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[3].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OOf8WRzr6zcOHU9nyPo99:content:pages[3].question.answers[3],Not at all likely,Nada provável,22
poll,offer:OFvb98qPFkcLKTBl1PXX7:title,Answer a poll,Resp. enquete,14
poll,offer:OFvb98qPFkcLKTBl1PXX7:description,Let us Know!,Avise-nos!,18
poll,offer:OFvb98qPFkcLKTBl1PXX7:orderTitle,Poll,Enquete,8
poll,offer:OFvb98qPFkcLKTBl1PXX7:orderDescription,Completed,Concluído,24
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[0].title,Choose your favorite brand of shoes,Escolha sua marca favorita de sapatos,38
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[0].question.answers[0],Converse,Converse,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[0].question.answers[1],Adidas,Adidas,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[0].question.answers[2],Nike,Nike,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[0].question.answers[3],Reebok,Reebok,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[1].title,Choose your favorite sport,Escolha seu esporte favorito,38
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[1].question.answers[0],Football,Futebol americano,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[1].question.answers[1],Baseball,Beisebol,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[1].question.answers[2],Soccer,Futebol,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[1].question.answers[3],Hockey,Hóquei,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[2].title,Choose your favorite vacation spot,Escolha seu local de férias favorito,38
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[2].question.answers[0],City,Cidade,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[2].question.answers[1],Beach,Praia,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[2].question.answers[2],Woods,Mata,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[2].question.answers[3],Mountains,Montanhas,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[3].title,Choose your favorite sports car,Escolha seu carro esportivo favorito,38
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[3].question.answers[0],Porsche,Porsche,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[3].question.answers[1],Ferrari,Ferrari,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[3].question.answers[2],Lotus,Lotus,22
poll,offer_contents:OFvb98qPFkcLKTBl1PXX7:content:pages[3].question.answers[3],McLaren,McLaren,22
poll,offer:O3rSzVsKLndOYeIOl5XAS:title,Would you?,Você faria?,14
poll,offer:O3rSzVsKLndOYeIOl5XAS:description,Answer a poll,Responder enquete,18
poll,offer:O3rSzVsKLndOYeIOl5XAS:orderTitle,Poll,Enquete,8
poll,offer:O3rSzVsKLndOYeIOl5XAS:orderDescription,Completed,Concluído,24
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[0].title,Would you recycle soda cans for 5 Kin?,Reciclaria latas de refrig. por 5 Kin?,38
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[0].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[0].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[0].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[0].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[1].title,Would you eat 5 vegetables for 5 Kin?,Comeria 5 legumes por 5 Kin?,38
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[1].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[1].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[1].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[1].question.answers[3],Not at all likely,Nada provável,22
