Type,Key,Default,Translation,Character Limit
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[0].description,Which sign falls between the dates March 20th and April 19th?,Qual signo cai entre as datas de 20 de março e 19 de abril?,66
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[0].question.answers[0],Pisces,Peixes,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[0].question.answers[1],Aries,Áries,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[0].question.answers[2],Taurus,Touro,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[0].question.answers[3],Gemini,Gêmeos,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[1].description,Which of the following signs is not a water sign?,Qual dos seguintes signos não é um signo de água?,66
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[1].question.answers[0],Virgo,Virgem,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[1].question.answers[1],Cancer,Câncer,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[1].question.answers[2],Scorpio,Escorpião,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[1].question.answers[3],Pisces,Peixes,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[2].description,Capricorn is associated the birth of which Greek god?,Capricórnio é associado ao nascimento de qual deus grego?,66
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[2].question.answers[0],Apollo,Apolo,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[2].question.answers[1],Poseidon,Poseidon,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[2].question.answers[2],Zeus,Zeus,22
quiz,offer_contents:OKubrJK3zDoifGn0vf9wq:content:pages[2].question.answers[3],Hades,Hades,22
quiz,offer:OGzGG2S3x4zbpoxnOgRpS:title,Take a quiz,Faça um teste,14
quiz,offer:OGzGG2S3x4zbpoxnOgRpS:description,Mars,Marte,18
quiz,offer:OGzGG2S3x4zbpoxnOgRpS:orderTitle,Quiz,Teste,8
quiz,offer:OGzGG2S3x4zbpoxnOgRpS:orderDescription,Completed,Concluído,24
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[0].description,Mars is named after the Roman god of...,Marte tem esse nome por conta do deus romano do(a)...,66
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[0].question.answers[0],Fire,Fogo,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[0].question.answers[1],Wisdom,Sabedoria,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[0].question.answers[2],Beauty,Beleza,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[0].question.answers[3],War,Guerra,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[1].description,What other planet is most similar in landmass to Mars?,Que outro planeta é mais semelhante em massa terrestre a Marte?,66
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[1].question.answers[0],Earth,Terra,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[1].question.answers[1],Jupiter,Júpiter,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[1].question.answers[2],Neptune,Netuno,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[1].question.answers[3],Saturn,Saturno,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[2].description,How many hours is one day on Mars?,Quantas horas tem um dia em Marte?,66
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[2].question.answers[0],17,17,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[2].question.answers[1],11,11,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[2].question.answers[2],25,25,22
quiz,offer_contents:OGzGG2S3x4zbpoxnOgRpS:content:pages[2].question.answers[3],24,24,22
quiz,offer:Owf77PTleVrkIzJIURSC9:title,Take a quiz,Faça um teste,14
quiz,offer:Owf77PTleVrkIzJIURSC9:description,The Great Lakes,Os Grandes Lagos,18
quiz,offer:Owf77PTleVrkIzJIURSC9:orderTitle,Quiz,Teste,8
quiz,offer:Owf77PTleVrkIzJIURSC9:orderDescription,Completed,Concluído,24
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[0].description,How many lakes make up the Great Lakes?,Quantos lagos compõem os Grandes Lagos?,66
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[0].question.answers[0],4,4,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[0].question.answers[1],6,6,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[0].question.answers[2],7,7,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[0].question.answers[3],5,5,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[1].description,Which of the following is not one of the Great Lakes?,Qual dos seguintes não é um dos Grandes Lagos?,66
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[1].question.answers[0],Huron,Huron,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[1].question.answers[1],Powell,Powell,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[1].question.answers[2],Erie,Erie,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[1].question.answers[3],Superior,Superior,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[2].description,What lake contains the most shoreline of any of the Great Lakes?,Ql lago contém a maior parte da costa de qlr dos Grandes Lagos?,66
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[2].question.answers[0],Lake Michigan,Lago Michigan,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[2].question.answers[1],Lake Ontario,Lago Ontario,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[2].question.answers[2],Lake Erie,Lago Erie,22
quiz,offer_contents:Owf77PTleVrkIzJIURSC9:content:pages[2].question.answers[3],Lake Superior,Lago Superior,22
quiz,offer:O0BzXZ639lTCIKzUgzCF4:title,Take a quiz,Faça um teste,14
quiz,offer:O0BzXZ639lTCIKzUgzCF4:description,Antarctica,Antártica,18
quiz,offer:O0BzXZ639lTCIKzUgzCF4:orderTitle,Quiz,Teste,8
quiz,offer:O0BzXZ639lTCIKzUgzCF4:orderDescription,Completed,Concluído,24
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[0].description,Antarctica is the only continent without...,A Antártida é o único continente sem...,66
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[0].question.answers[0],Reptiles,Répteis,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[0].question.answers[1],Birds,Pássaros,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[0].question.answers[2],Fish,Peixes,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[0].question.answers[3],Insects,Insetos,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[1].description,The South Pole was first reached by explorers in what year?,O Pólo Sul foi descoberto pelos exploradores em que ano?,66
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[1].question.answers[0],1899,1899,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[1].question.answers[1],1911,1911,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[1].question.answers[2],1919,1919,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[1].question.answers[3],1931,1931,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[2].description,Antarctica is defined as a...,A Antártica é definida como uma...,66
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[2].question.answers[0],Savanna,Savana,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[2].question.answers[1],Tundra,Tundra,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[2].question.answers[2],Forest,Floresta,22
quiz,offer_contents:O0BzXZ639lTCIKzUgzCF4:content:pages[2].question.answers[3],Desert,Deserto,22
quiz,offer:Oe4iQOq58w9DFz1UTNB1U:title,Take a quiz,Faça um teste,14
quiz,offer:Oe4iQOq58w9DFz1UTNB1U:description,Film & TV,Filme e TV,18
quiz,offer:Oe4iQOq58w9DFz1UTNB1U:orderTitle,Quiz,Teste,8
quiz,offer:Oe4iQOq58w9DFz1UTNB1U:orderDescription,Completed,Concluído,24
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[0].description,Which cartoon has a bar called 'Moes'?,Qual desenho animado tem um bar chamado 'Moes'?,66
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[0].question.answers[0],South Park,South Park,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[0].question.answers[1],The Simpsons,The Simpsons,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[0].question.answers[2],Futurama,Futurama,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[0].question.answers[3],American Dad,American Dad,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[1].description,The strip bar 'Bada Bing' was run by Tony in which TV show?,O bar d strip Bada Bing foi dirigido p Tony em q programa d TV?,66
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[1].question.answers[0],The Sopranos,The Sopranos,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[1].question.answers[1],The Simpsons,The Simpsons,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[1].question.answers[2],Bad Blood,Bad Blood,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[1].question.answers[3],Arrested Development,Arrested Development,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[2].description,What is the name of the the Flinstone's pet dinosaur?,Qual é o nome do dinossauro de estimação dos Flintstones?,66
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[2].question.answers[0],Rocky,Rocky,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[2].question.answers[1],Pluto,Pluto,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[2].question.answers[2],Bamm-Bamm,Bamm-Bamm,22
quiz,offer_contents:Oe4iQOq58w9DFz1UTNB1U:content:pages[2].question.answers[3],Dino,Dino,22
quiz,offer:ORgOs80SFuLCRFaMUb6u3:title,Take a quiz,Faça um teste,14
quiz,offer:ORgOs80SFuLCRFaMUb6u3:description,General #4,Geral n.º 4,18
quiz,offer:ORgOs80SFuLCRFaMUb6u3:orderTitle,Quiz,Teste,8
quiz,offer:ORgOs80SFuLCRFaMUb6u3:orderDescription,Completed,Concluído,24
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[0].description,How many sides does a hectogon have?,Quantos lados tem um hectágono?,66
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[0].question.answers[0],100,100,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[0].question.answers[1],6,6,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[0].question.answers[2],44,44,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[0].question.answers[3],13,13,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[1].description,What is the fourth book of the Old Testament?,Qual é o quarto livro do Antigo Testamento?,66
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[1].question.answers[0],Genesis,Gênesis,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[1].question.answers[1],Deuteronomy,Deuteronômio,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[1].question.answers[2],Leviticus,Levíticos,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[1].question.answers[3],Numbers,Números,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[2].description,What creature appears on the flag of Wales?,Qual criatura aparece na bandeira do País de Gales?,66
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[2].question.answers[0],Griffin,Criatura mística,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[2].question.answers[1],Condor,Condor,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[2].question.answers[2],Dragon,Dragão,22
quiz,offer_contents:ORgOs80SFuLCRFaMUb6u3:content:pages[2].question.answers[3],Whale,Baleia,22
quiz,offer:OxrPnP0EC96NyUe48jLfp:title,Take a quiz,Faça um teste,14
quiz,offer:OxrPnP0EC96NyUe48jLfp:description,General #3,Geral n.º 3,18
quiz,offer:OxrPnP0EC96NyUe48jLfp:orderTitle,Quiz,Teste,8
quiz,offer:OxrPnP0EC96NyUe48jLfp:orderDescription,Completed,Concluído,24
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[0].description,Into which sea does the Nile flow? ,Para que mar o Nilo flui? ,66
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[0].question.answers[0],Adriatic,Adriático,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[0].question.answers[1],Mediterranean,Mediterrâneo,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[0].question.answers[2],Archipelago,Arquipélago,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[0].question.answers[3],Libyan,Líbio,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[1].description,Which sign of the Zodiac is represented by the Scales?,Qual signo do zodíaco é representado pelas balanças?,66
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[1].question.answers[0],Taurus,Touro,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[1].question.answers[1],Scorpio,Escorpião,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[1].question.answers[2],Libra,Libra,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[1].question.answers[3],Pisces,Peixes,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[2].description,What is the gemstone for September?,Qual é a pedra preciosa de setembro?,66
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[2].question.answers[0],Ruby,Rubi,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[2].question.answers[1],Sapphire,Safira,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[2].question.answers[2],Emerald,Esmeralda,22
quiz,offer_contents:OxrPnP0EC96NyUe48jLfp:content:pages[2].question.answers[3],Amethyst,Ametista,22
quiz,offer:O4CyyfbxVL7DNIkCRs2kS:title,Take a quiz,Faça um teste,14
quiz,offer:O4CyyfbxVL7DNIkCRs2kS:description,Android,Android,18
quiz,offer:O4CyyfbxVL7DNIkCRs2kS:orderTitle,Quiz,Teste,8
quiz,offer:O4CyyfbxVL7DNIkCRs2kS:orderDescription,Completed,Concluído,24
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[0].description,Which of the following is not an Android version?,Qual das seguintes opções não é uma versão do Android?,66
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[0].question.answers[0],Gingerbread,Gingerbread,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[0].question.answers[1],Honeycomb,Honeycomb,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[0].question.answers[2],Twinkie,Twinkie,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[0].question.answers[3],Nougat,Nougat,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[1].description,When was Android acquired by Google?,Quando o Android foi adquirido pelo Google?,66
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[1].question.answers[0],2005,2005,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[1].question.answers[1],2002,2002,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[1].question.answers[2],2006,2006,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[1].question.answers[3],2008,2008,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[2].description,Android devices anually sell more than...,Os dispositivos Android vendem mais do que...,66
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[2].question.answers[0],Microsoft Windows,Microsoft Windows,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[2].question.answers[1],iOS,iOS,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[2].question.answers[2],Mac OS X,Mac OS X,22
quiz,offer_contents:O4CyyfbxVL7DNIkCRs2kS:content:pages[2].question.answers[3],All of the above,Todas as opções acima,22
quiz,offer:OoIjQEIhENz3ePOt8j29d:title,Take a quiz,Faça um teste,14
quiz,offer:OoIjQEIhENz3ePOt8j29d:description,General,Geral,18
quiz,offer:OoIjQEIhENz3ePOt8j29d:orderTitle,Quiz,Teste,8
quiz,offer:OoIjQEIhENz3ePOt8j29d:orderDescription,Completed,Concluído,24
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[0].description,International Day of Yoga is on...,O Dia Internacional do Yoga é em...,66
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[0].question.answers[0],July 1st,1º de julho,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[0].question.answers[1],June 21st,21 de junho,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[0].question.answers[2],August 13th,13 de agosto,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[0].question.answers[3],March 4th,4 de março,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[1].description,Which Carribean island means 'ancient' in Spanish?,"Qual ilha caribenha significa ""antigo"" em espanhol?",66
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[1].question.answers[0],Havana,Havana,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[1].question.answers[1],Varadero,Varadero,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[1].question.answers[2],Nassau,Nassau,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[1].question.answers[3],Antigua,Antigua,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[2].description,Which U.S President was born in Hawaii?,Qual presidente dos EUA nasceu no Havaí?,66
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[2].question.answers[0],Obama,Obama,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[2].question.answers[1],Nixon,Nixon,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[2].question.answers[2],Carter,Carter,22
quiz,offer_contents:OoIjQEIhENz3ePOt8j29d:content:pages[2].question.answers[3],Eisenhower,Eisenhower,22
quiz,offer:OuKagOgoBjrOkzjlD0Ua0:title,Take a quiz,Faça um teste,14
quiz,offer:OuKagOgoBjrOkzjlD0Ua0:description,Harry Potter,Harry Potter,18
quiz,offer:OuKagOgoBjrOkzjlD0Ua0:orderTitle,Quiz,Teste,8
quiz,offer:OuKagOgoBjrOkzjlD0Ua0:orderDescription,Completed,Concluído,24
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[0].description,When was the first Harry Potter book released?,Quando foi lançado o primeiro livro de Harry Potter?,66
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[0].question.answers[0],1997,1997,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[0].question.answers[1],1999,1999,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[0].question.answers[2],2001,2001,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[0].question.answers[3],2003,2003,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[1].description,Harry's scar was a...?,A cicatriz de Harry era um(a)...?,66
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[1].question.answers[0],Lightning bolt,Raio,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[1].question.answers[1],Star,Estrela,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[1].question.answers[2],Comet,Cometa,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[1].question.answers[3],Witch's hat,Chapéu de bruxa,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[2].description,Which pet was Harry given as a gift?,Qual animal de estimação Harry recebeu como presente?,66
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[2].question.answers[0],Frog,Sapo,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[2].question.answers[1],Rat,Rato,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[2].question.answers[2],Owl,Coruja,22
quiz,offer_contents:OuKagOgoBjrOkzjlD0Ua0:content:pages[2].question.answers[3],Phoenix,Fênix,22
quiz,offer:OMNiCiCJjkhnOZ6GkmFQi:title,Take a quiz,Faça um teste,14
quiz,offer:OMNiCiCJjkhnOZ6GkmFQi:description,Food #2,Comida nº 2,18
quiz,offer:OMNiCiCJjkhnOZ6GkmFQi:orderTitle,Quiz,Teste,8
quiz,offer:OMNiCiCJjkhnOZ6GkmFQi:orderDescription,Completed,Concluído,24
quiz,offer_contents:OMNiCiCJjkhnOZ6GkmFQi:content:pages[0].description,Peanuts aren't nuts,Amendoins não são nozes,
quiz,offer_contents:OMNiCiCJjkhnOZ6GkmFQi:content:pages[0].question.answers[0],Seeds,Sementes,22
quiz,offer_contents:OMNiCiCJjkhnOZ6GkmFQi:content:pages[0].question.answers[1],Fungus,Fungos,22
quiz,offer_contents:OMNiCiCJjkhnOZ6GkmFQi:content:pages[0].question.answers[2],Legumes,Legumes,22
quiz,offer_contents:OMNiCiCJjkhnOZ6GkmFQi:content:pages[0].question.answers[3],Kidding,Brincadeira,
